,Gaia ID,MAIN_ID,Distance,RA,DEC,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,Diameter_diameter,Diameter_Q,Diameter_unit,Diameter_error,Diameter_filter,Diameter_method,Diameter_bibcode,Fe_H_Teff,Fe_H_log_g,Fe_H_Fe_H,Fe_H_flag,Fe_H_CompStar,Fe_H_CatNo,Fe_H_bibcode,FLUX_U,FLUX_BIBCODE_U,FLUX_ERROR_U,FLUX_SYSTEM_U,FLUX_UNIT_U,FLUX_B,FLUX_BIBCODE_B,FLUX_ERROR_B,FLUX_SYSTEM_B,FLUX_UNIT_B,FLUX_V,FLUX_BIBCODE_V,FLUX_ERROR_V,FLUX_SYSTEM_V,FLUX_UNIT_V,FLUX_J,FLUX_BIBCODE_J,FLUX_ERROR_J,FLUX_SYSTEM_J,FLUX_UNIT_J,FLUX_H,FLUX_BIBCODE_H,FLUX_ERROR_H,FLUX_SYSTEM_H,FLUX_UNIT_H,FLUX_K,FLUX_BIBCODE_K,FLUX_ERROR_K,FLUX_SYSTEM_K,FLUX_UNIT_K,IDS,MEMBERSHIP,OTYPE,OTYPE_opt,PLX_VALUE,PLX_BIBCODE,ROT_upVsini,ROT_Vsini,ROT_err,ROT_mes,ROT_qual,ROT_bibcode,RV_VALUE,SP_TYPE,SP_QUAL,SP_BIBCODE,SCRIPT_NUMBER_ID,sci_targname
456,HD207308,HD 207308,924.4707405,21 45 42.3669,+62 18 30.021,14,14,0.0148,0.0149,90,A,O,2020yCat.1350....0G,,,,,,,,23250,,,,,,2007AJ....134.1570D,7.110000134,2003AJ....125.2531R,,Vega,U,7.739999771,,,Vega,B,7.489999771,,,Vega,V,7.065999985,2003yCat.2246....0C,0.037,Vega,J,6.934000015,2003yCat.2246....0C,0.050999999,Vega,H,6.992000103,2003yCat.2246....0C,0.021,Vega,K,HD 207308|AG+62 1268|ALS 11994|BD+61  2194|CEL   5382|GCRV 13688|GEN# +1.00207308|GSC 04266-00809|HGAM   1029|HIC 107442|HIP 107442|LS III +62    3|2MASS J21454236+6218301|MCW 1005|PPM  23176|SAO  19629|SKY# 41483|SW   5|TD1 28475|TIC 408100370|TYC 4266-809-1|UBV M  25941|uvby98 100207308|WEB 19399|[PGH98b] Star  6|Gaia DR2 2216357335545184768|Gaia DR3 2216357335545184768|Gaia DR1 2216357331243241216,[],Star,*,1.0817,2020yCat.1350....0G,,207,13,0,D,2007AJ....134.1570D,-19.4,B0.5V,C,,1,HD207308
260,HD-239729,HD 239729,934.2301943,21 39 27.4057,+57 29 00.810,14,14,0.0185,0.0189,90,A,O,2020yCat.1350....0G,,,,,,,,28450,,,,,,2007AJ....134.1570D,8.170000076,2002yCat.2237....0D,,Vega,U,8.710000038,2002yCat.2237....0D,,Vega,B,8.350000381,2002yCat.2237....0D,,Vega,V,7.506000042,2003yCat.2246....0C,0.021,Vega,J,7.449999809,2003yCat.2246....0C,0.029999999,Vega,H,7.421999931,2003yCat.2246....0C,0.02,Vega,K,HD 239729|** STI 2582A|AG+57 1469|ALS 11943|BD+56  2620|CCDM J21395+5729A|Cl* Trumpler   37    MPP      12|Cl* Trumpler   37    MVA     464|Cl Trumpler   37   477|GCRV 72394|GEN# +4.35370477|GSC 03975-00236|HGAM   1021|HIC 106937|HIP 106937|IDS 21364+5702 A|LS III +57   16|2MASS J21392739+5729007|PPM  39718|SAO  33637|SKY# 41286|TIC 421632297|TYC 3975-236-1|UBV M  28000|WDS J21395+5729A|YZ  57 12407|[MMC2009b] 29|[PGH98b] Star 50|Gaia DR2 2178385392251185280|Gaia DR3 2178385392251185280|Gaia DR1 2178385387943956864,[],Star,*,1.0704,2020yCat.1350....0G,,87,4,0,D,2007AJ....134.1570D,-6,B0V,C,,1,HD-239729
472,HD214930,HD 214930,934.6667913,22 41 25.7301,+23 50 47.674,14,14,0.042199999,0.047400001,90,A,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,6.559999943,2003AJ....125.2531R,,Vega,U,7.269999981,,,Vega,B,7.400000095,,,Vega,V,7.606999874,2003yCat.2246....0C,0.018999999,Vega,J,7.705999851,2003yCat.2246....0C,0.024,Vega,H,7.736999989,2003yCat.2246....0C,0.02,Vega,K,HD 214930|AG+23 2346|ALS 14756|BD+23  4592|GCRV 14249|GEN# +1.00214930|GPM 340.357236+23.846610|GSC 02220-00989|HIC 112022|HIP 112022|2MASS J22412572+2350477|PPM 114723|ROT  3308|SAO  90709|SKY# 43138|TD1 29272|TIC 242604095|TYC 2220-989-1|UBV M  26555|WEB 19997|YZ  23  8717|[HFE83] 1518|Gaia DR2 1876202041728660096|Gaia DR3 1876202041728660096,[],Star,*,1.0699,2020yCat.1350....0G,,0,,0,D,1970CoKwa.189....0U,-53,B2IV,C,,1,HD214930
440,HD198781,HD 198781,936.9436897,20 49 17.3909,+64 02 32.131,14,14,0.024499999,0.0252,90,A,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,5.75,2003AJ....125.2531R,,Vega,U,6.472000122,2000A&A...355L..27H,0.014,Vega,B,6.451000214,2000A&A...355L..27H,0.01,Vega,V,6.302000046,2003yCat.2246....0C,0.023,Vega,J,6.382999897,2003yCat.2246....0C,0.041999999,Vega,H,6.397999763,2003yCat.2246....0C,0.016000001,Vega,K,HD 198781|AG+63 1138|ALS 14636|BD+63  1663|CEL   5183|FK5 3667|GC 29069|GCRV 13080|GEN# +1.00198781|GSC 04254-02516|HGAM    957|HIC 102771|Hilt 1017|HIP 102771|HR  7993|2MASS J20491739+6402320|MCW  950|N30 4617|NSV 25362|PMC 90-93  1446|PPM  22409|SAO  19051|SKY# 39504|TD1 27379|TIC 305255878|TYC 4254-2516-1|UBV   18057|UBV M  25229|uvby98 100198781|WEB 18637|Gaia DR2 2197085508046799744|Gaia DR3 2197085508046799744|Gaia DR1 2197085503747781248,[],PulsV*,Pu*,1.0673,2020yCat.1350....0G,,225,,0,D,2002ApJ...573..359A,-27.3,B0.5V,C,,1,HD198781
546,HD51285,HD  51285,950.0285009,06 55 42.8404,-24 40 43.791,14,14,0.0206,0.0298,90,A,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,7.150000095,2003AJ....125.2531R,,Vega,U,7.975999832,2000A&A...355L..27H,0.015,Vega,B,8.13599968,2000A&A...355L..27H,0.011,Vega,V,8.354999542,2003yCat.2246....0C,0.035,Vega,J,8.352999687,2003yCat.2246....0C,0.037999999,Vega,H,8.30700016,2003yCat.2246....0C,0.035999998,Vega,K,HD  51285|ALS 16374|CD-24  4604|CEL   1441|CPD-24  1774|EM* MWC  830|GEN# +1.00051285|GSC 06526-00794|HIC  33309|HIP 33309|2MASS J06554284-2440438|PPM 251262|SAO 172584|TD1  8599|TIC 53987890|TYC 6526-794-1|UBV M  12613|uvby98 100051285|YZ 114  4183|Gaia DR2 2921896045660518656|Gaia DR3 2921896045660518656,[],EmLine*,Em*,1.0526,2020yCat.1350....0G,,,,0,,,,B2V(n),C,1988MSS...C04....0H,1,HD51285
539,HD47382,HD  47382,960.9840477,06 38 28.6376,+04 36 25.869,14,14,0.059,0.062700003,90,A,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,6.550000191,2002yCat.2237....0D,,Vega,U,7.309999943,2002yCat.2237....0D,,Vega,B,7.139999866,2002yCat.2237....0D,,Vega,V,6.749000072,2003yCat.2246....0C,0.024,Vega,J,6.69299984,2003yCat.2246....0C,0.026000001,Vega,H,6.710000038,2003yCat.2246....0C,0.02,Vega,K,HD  47382|AG+04  827|ALS  9066|BD+04  1361|GCRV  4301|GEN# +1.00047382|GSC 00155-02908|HGAM    545|HIC  31749|Hilt  589|HIP 31749|LS  VI +04   27|2MASS J06382864+0436259|MCW  459|PPM 150935|SAO 114183|SKY# 11586|TIC 319854081|TYC  155-2908-1|UBV    6586|UBV M  12292|WEB  6372|YZ   0  2407|YZ   4  3095|[IS73] 2-133|[VGK85] NGC  2244 +04 309|Gaia DR2 3130884103403318016|Gaia DR3 3130884103403318016|Gaia DR1 3130884099104726144,[],Star,*,1.0406,2020yCat.1350....0G,,,,0,,,27,B6Ib,C,1999MSS...C05....0H,1,HD47382
463,HD209339,HD 209339,962.834585,22 00 39.2649,+62 29 16.063,14,14,0.024700001,0.025699999,90,A,O,2020yCat.1350....0G,,,,,,,,32100,3.809999943,,,,,2022A&A...665A.150H,5.900000095,2003AJ....125.2531R,,Vega,U,8.729999542,2012yCat.1322....0Z,0.01,Vega,B,8.510000229,2012yCat.1322....0Z,0.01,Vega,V,6.544000149,2003yCat.2246....0C,0.026000001,Vega,J,6.622000217,2003yCat.2246....0C,0.027000001,Vega,H,6.616000175,2003yCat.2246....0C,0.017000001,Vega,K,CCDM J22007+6229AB|** KPR  110|** KUI  110|AG+62 1299|ALS 12087|AP J22003925+6229161|BD+61  2233|CEL   5418|GC 30812|GCRV 13835|GEN# +1.00209339|GOS G104.58+05.87 01|GSC 04267-01699|HD 209339|HGAM   1049|HIC 108650|HIP 108650|HR  8399|IDS 21576+6201 AB|LS III +62    6|2MASS J22003925+6229161|MCW 1021|PPM  23382|Renson 58240|SAO  19792|SKY# 41936|TD1 28710|TIC 333965286|UBV   18823|UCAC4 763-065522|uvby98 100209339|WDS J22007+6229AB|WEB 19551|WISEA J220039.25+622915.9|WISE J220039.25+622915.9|[PGH98b] Star  8|Gaia DR3 2204409870400823936|Gaia DR1 2204409866095738496|Gaia DR2 2204409870400823936,[],**,**,1.0386,2020yCat.1350....0G,,84,,0,,2022A&A...665A.150H,18.923,O9.7IV,C,2014ApJS..211...10S,1,HD209339
955,SU-CYG,V* SU Cyg,973.2360097,19 44 48.7341,+29 15 52.895,14,14,0.035100002,0.041499998,90,A,O,2020yCat.1350....0G,,,,,,,,6314,2.400000095,-0.029999999,,SUN,,2013MNRAS.428.3252A,7.099999905,2002yCat.2237....0D,,Vega,U,6.880000114,2002yCat.2237....0D,,Vega,B,6.440000057,2002yCat.2237....0D,,Vega,V,5.785999775,2003yCat.2246....0C,0.02,Vega,J,5.492000103,2003yCat.2246....0C,0.021,Vega,H,5.418000221,2003yCat.2246....0C,0.024,Vega,K,"HD 186688|** ISM    4|** WRH   23A|** EVS   42A|** KRV   40A|AG+29 2127|BD+28  3460|GC 27336|GCRV 12115|GEN# +1.00186688|GSC 02151-05896|HIC  97150|HIP 97150|HR  7518|LF  2 +29  594|2MASS J19444873+2915528|PLX 4642|PLX 4642.00|PPM 109630|SAO  87659|SBC9 1172|SBC9 2142|SKY# 36915|TD1 25383|TIC 285448217|TYC 2151-5896-1|uvby98 100186688|V* SU Cyg|WDS J19448+2916A|WDS J19448+2916Aa,Ab|WEB 17054|YZ  29 10353|AAVSO 1940+29|Gaia DR3 2031776202613700480|Gaia DR1 2031776198263378560|Gaia DR2 2031776202613700480",[],ClassicalCep,cC*,1.0275,2020yCat.1350....0G,,,,0,,,-13.46,F2Iab:+B8.0V,C,2013AJ....146...93E,1,SU-CYG
338,HD120086,HD 120086,989.0218574,13 47 19.1951,-02 26 36.605,14,14,0.0506,0.047499999,90,A,O,2020yCat.1350....0G,,,,,,,,7750,4.5,,,,,2020AJ....160...83S,6.920000076,2003AJ....125.2531R,,Vega,U,7.650000095,,,Vega,B,7.820000172,,,Vega,V,8.258999825,2003yCat.2246....0C,0.032000002,Vega,J,8.37899971,2003yCat.2246....0C,0.037999999,Vega,H,8.411000252,2003yCat.2246....0C,0.021,Vega,K,HD 120086|AG-02  827|AGKR 12314|ALS 14677|BD-01  2858|GC 18634|GCRV 22719|GEN# +1.00120086|GSC 04967-00476|HGAM    625|HIC  67279|HIP 67279|2MASS J13471918-0226366|N30 3137|NSV  6443|PPM 179141|RAVE J134719.2-022637|SAO 139546|SKY# 25298|SRS  11864|TD1 17052|TIC 203206578|TYC 4967-476-1|UBV   12301|UBV M  19714|uvby98 100120086|WEB 11836|YZ  92  3635|Gaia DR2 3658279080593824768|Gaia DR3 3658279080593824768,[],Variable*,V*,1.0111,2020yCat.1350....0G,,94,,0,,2017A&A...597A..22S,1,B2IV,C,1999MSS...C05....0H,1,HD120086
461,HD208816,V* VV Cep,996.7108542,21 56 39.1414,+63 37 31.981,14,14,0.092500001,0.107799999,90,A,O,2020yCat.1350....0G,,,,,,,,3480,0,0.159999996,,SUN,,2000ApJ...530..307C,7.03000021,2002yCat.2237....0D,,Vega,U,6.650000095,2002yCat.2237....0D,,Vega,B,4.900000095,2002yCat.2237....0D,,Vega,V,1.225999951,2003yCat.2246....0C,0.289999992,Vega,J,0.372000009,2003yCat.2246....0C,0.178000003,Vega,H,-0.001,2003yCat.2246....0C,0.180000007,Vega,K,HD 208816|** WRH   36|AG+63 1207|BD+62  2007|CCDM J21567+6338AB|CSI+62  2007  1|DO 40453|FK5 3756|GC 30731|GCRV 13794|GEN# +1.00208816|GSC 04266-03252|HIC 108317|HIP 108317|HR  8383|IDS 21538+6309 AB|IRAS 21552+6323|IRC +60333|JP11  3418|2MASS J21563917+6337319|N30 4842|PLX 5308|PLX 5308.00|PMC 90-93  1458|PPM  23328|RAFGL 2821|SAO  19753|SBC7   883|SBC9 1340|SKY# 41813|TIC 412120154|TYC 4266-3252-1|UBV   18792|UBV M  26033|uvby98 100208816|V* VV Cep|WDS J21567+6338AB|WEB 19512|WISE J215638.90+633731.1|[B10]  5650|[KW97] 60-38|AAVSO 2153+63|Gaia DR3 2216536246703152256|Gaia DR2 2216536246703152256,[],RedSG,s*r,1.0033,2020yCat.1350....0G,,,,0,,,-18.7,M2Ibep+B2?ep_sh,C,1968ApJ...154..923S,1,HD208816
454,HD207198,HD 207198,1002.204851,21 44 53.2791,+62 27 38.048,14,14,0.0348,0.035599999,90,A,O,2020yCat.1350....0G,,,,,,,,33100,3.309999943,,,,,2022A&A...665A.150H,5.610000134,2002yCat.2237....0D,,Vega,U,6.25,2002yCat.2237....0D,,Vega,B,5.940000057,2002yCat.2237....0D,,Vega,V,5.374000072,2003yCat.2246....0C,0.046,Vega,J,5.31799984,2003yCat.2246....0C,0.026000001,Vega,H,5.31799984,2003yCat.2246....0C,0.017000001,Vega,K,HD 207198|AG+62 1267|ALS 11985|BD+61  2193|CCDM J21449+6228A|CEL   5379|CGO 625|GC 30473|GCRV 13677|GEN# +1.00207198|GOS G103.14+06.99 01|GSC 04266-00826|HIC 107374|HIP 107374|HR  8327|IDS 21422+6200 A|IRAS 21435+6213|JP11  3408|LS III +62    2|2MASS J21445329+6227380|MCW 1002|PMC 90-93  4686|PPM  23166|ROT  3170|SAO  19621|SKY# 41463|SW   3|TD1 28458|TIC 407786651|TYC 4266-826-1|UBV   18691|UBV M  25932|uvby98 100207198|WDS J21449+6228A|WEB 19393|[HJ56] 232|[PGH98b] Star  5|Gaia DR2 2216034525806770560|Gaia DR3 2216034525806770560,[],Star,*,0.9978,2020yCat.1350....0G,,52,,0,,2022A&A...665A.150H,-17.6,O8.5II,C,2014ApJS..211...10S,1,HD207198
280,HD-55606,HD  55606,1010.61142,07 13 34.1003,-02 04 39.100,14,14,0.0209,0.019300001,90,A,O,2020yCat.1350....0G,,,,,,,,28700,4.099999905,,,,,2006MNRAS.371..252L,8.279999733,1982IAUS...98..261J,,Vega,U,9.010000229,,,Vega,B,9.039999962,,,Vega,V,8.80300045,2003yCat.2246....0C,0.024,Vega,J,8.704000473,2003yCat.2246....0C,0.017000001,Vega,H,8.472000122,2003yCat.2246....0C,0.021,Vega,K,HD  55606|AG-01  956|ALS  9294|AP J07133410-0204390|BD-01  1603|EM* MWC  549|GEN# +1.00055606|GSC 04819-03972|Hilt  624|LS  VI -01   18|2MASS J07133410-0204390|MCW  522|PPM 176770|SAO 134372|TD1  9453|TIC 23459321|TYC 4819-3972-1|UBV    7031|UBV M  13025|YZ   0  3443|YZ  91  2071|[JE82]  288|Gaia DR2 3108483031460251520|Gaia DR3 3108483031460251520|Gaia DR1 3108483027159848832,[],Be*,Be*,0.9895,2020yCat.1350....0G,,,,0,,,589.362,B0.5Vnnpe,C,2006MNRAS.371..252L,1,HD-55606
241,HD-157832,HD 157832,1013.479274,17 27 54.8113,-47 01 34.397,14,14,0.0372,0.028899999,90,A,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,5.809999943,1982IAUS...98..261J,,Vega,U,6.636000156,2000A&A...355L..27H,0.014,Vega,B,6.663000107,2000A&A...355L..27H,0.01,Vega,V,6.31099987,2003yCat.2246....0C,0.02,Vega,J,6.232999802,2003yCat.2246....0C,0.034000002,Vega,H,5.965000153,2003yCat.2246....0C,0.021,Vega,K,HD 157832|** RST 5543A|ALS 17479|CCDM J17279-4702A|CD-46 11530|CEL   4518|CPC  0 16213|CPD-46  8655|CSV   7654|EM* MWC  259|GC 23628|GCRV 22994|GEN# +1.00157832|GSC 08346-02916|Hen 3-1405|HIC  85467|HIP 85467|IDS 17204-4656 A|IRAS 17241-4659|2MASS J17275481-4701343|PPM 322983|ROT  6508|SAO 227990|SKY# 31519|TD1 20414|TIC 218139464|TYC 8346-2916-1|UBV   14861|UBV M  22176|uvby98 100157832|V* V750 Ara|WDS J17279-4702A|WRAY 15-1711|2XMMi J172754.8-470134|XMMSL1 J172754.0-470132|[CS62] E7  85|[JE82]  897|[SC95] ZET 414|[SC96] Mis  459|Gaia DR2 5951798793549737600|Gaia DR3 5951798797906183936,[],Be*,Be*,0.9867,2020yCat.1350....0G,,310,,31,D,1970CoAsi.239....1B,-4,B2ne,D,1978MSS...C02....0H,1,HD-157832
240,HD-154368,HD 154368,1064.282673,17 06 28.3687,-35 27 03.760,14,14,0.0262,0.0147,90,A,O,2020yCat.1350....0G,,,,,,,,30400,3.039999962,,,,,2022A&A...665A.150H,6.099999905,2002yCat.2237....0D,,Vega,U,6.630000114,2002yCat.2237....0D,,Vega,B,6.130000114,2002yCat.2237....0D,,Vega,V,5.024000168,2003yCat.2246....0C,0.039000001,Vega,J,4.850999832,2003yCat.2246....0C,0.037999999,Vega,H,4.754000187,2003yCat.2246....0C,0.021,Vega,K,HD 154368|** B  894AB|ALS  3919|ASCC 1877523|CCDM J17065-3527AB|CD-35 11306|CGO 435|CPC 18  8504|CPD-35  6849|GC 23063|GCRV  9862|GEN# +1.00154368|GOS G349.97+03.22 01|GSC 07369-00106|Hbg 1297|HIC  83706|HIP 83706|HR  6347|IDS 16598-3519 AB|LS 3919|2MASS J17062836-3527039|PPM 295906|SAO 208410|SKY# 30844|TD1 19916|TIC 41792209|TYC 7369-106-1|UBV   14408|UCAC4 273-103831|uvby98 100154368|V* V1074 Sco|WDS J17065-3527AB|WEB 14153|[SC95] ZET 279|[SC96] Mis  280|Gaia DR2 5977233658593947520|Gaia DR3 5977233658593947520,[],BlueSG,s*b,0.9396,2020yCat.1350....0G,,65,,0,,2022A&A...665A.150H,11,O9.5Iab,C,1954PASP...66..249B,1,HD-154368
427,HD191466,HD 191466,1081.548778,20 12 58.0446,-56 50 47.971,14,14,0.025800001,0.0294,90,A,O,2020yCat.1350....0G,,,,,,,,7750,4,,,,,2020AJ....160...83S,8.119999886,2013MNRAS.431..240O,,Vega,U,8.600000381,2000A&A...355L..27H,0.02,Vega,B,8.680000305,2000A&A...355L..27H,0.01,Vega,V,8.857999802,2003yCat.2246....0C,0.026000001,Vega,J,8.920000076,2003yCat.2246....0C,0.037999999,Vega,H,8.954000473,2003yCat.2246....0C,0.018999999,Vega,K,HD 191466|CD-57  7899|CPC 20  6415|CPD-57  9627|EC 20089-5659|GSC 08784-01708|HIP 120416|2MASS J20125803-5650480|PPM 348352|RAVE J201258.0-565048|SAO 246485|TD1 26143|TIC 201732679|TYC 8784-1708-1|Gaia DR2 6471713453837662080|Gaia DR3 6471713453837662080,[],HorBranch*,HB*,0.9246,2020yCat.1350....0G,,,,0,,,-24,B5/6III,D,1975MSS...C01....0H,1,HD191466
243,HD-168076,HD 168076,1091.107474,18 18 36.4205,-13 48 02.420,14,14,0.220699996,0.200100005,90,A,O,2020yCat.1350....0G,,,,,,,,43000,3.920000076,,,,,2022A&A...665A.150H,8.119999886,2002yCat.2237....0D,,Vega,U,8.720000267,2002yCat.2237....0D,,Vega,B,8.25,2002yCat.2237....0D,,Vega,V,6.900000095,2002yCat.2237....0D,,Vega,J,6.659999847,2002yCat.2237....0D,,Vega,H,6.380000114,2002yCat.2237....0D,,Vega,K,HD 168076|** DCH   26AB|ALS  4908|BD-13  4926|CGO 496|Cl* NGC 6611    PPM      12|Cl* NGC 6611    ESL       2|Cl* NGC 6611    PPM      11|EM* CDS  973|GCRV 10763|GEN# +2.66110205|GOS G016.94+00.84 02|GSC 05689-00607|ISOGAL-P J181836.4-134802|JP11  4435|LS 4908|2MASS J18183642-1348023|MCW  656|MPCM J181836.42-134802.4|NAME LS IV -13 16A|NGC  6611   205|PPM 234333|SAO 161303|SSTGLMA G016.9371+00.8375|SSTGLMC G016.9372+00.8375|TIC 114233430|TYC 5689-607-1|UBV M  36462|UBV   15567|UCAC4 381-104621|uvby98 266110205|WDS J18186-1348AB|WEB 15291|3XMM J181836.4-134802|YZC 11  6661|YZ   0  5428|[HMS93] J181836.48-134802.5|Gaia DR3 4146599132529067520|Gaia DR2 4146599132529067520,[],**,**,0.9165,2020yCat.1350....0G,,68,,0,,2022A&A...665A.150H,18,O4III(f),C,2011ApJS..193...24S,1,HD-168076
294,HD-72648,HD  72648,1119.319454,08 32 18.9890,-43 55 53.360,14,14,0.021,0.0275,90,A,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,7.150000095,2003AJ....125.2531R,,Vega,U,7.75,,,Vega,B,7.619999886,,,Vega,V,7.178999901,2003yCat.2246....0C,0.024,Vega,J,7.18599987,2003yCat.2246....0C,0.048999999,Vega,H,7.130000114,2003yCat.2246....0C,0.02,Vega,K,HD  72648|** B 1612AB|ALS 14080|CCDM J08323-4356AB|CD-43  4382|CEL   2621|CPC  0  6075|CPD-43  2684|GEN# +1.00072648|GSC 07674-03286|Hbg  188|HIC  41878|HIP 41878|IDS 08289-4335 AB|2MASS J08321899-4355533|PPM 313207|SAO 220063|SKY# 16277|TD1 12683|TIC 140521774|TYC 7674-3286-1|UBV M  14458|uvby98 100072648|WDS J08323-4356AB|Gaia DR2 5523029979308592256|Gaia DR3 5523029979308592256|Gaia DR1 5523029975004910848,[],Star,*,0.8934,2020yCat.1350....0G,,,,0,,,70,B3III(II),C,2020A&A...641A..35S,1,HD-72648
570,HD72648,HD  72648,1119.319454,08 32 18.9890,-43 55 53.360,14,14,0.021,0.0275,90,A,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,7.150000095,2003AJ....125.2531R,,Vega,U,7.75,,,Vega,B,7.619999886,,,Vega,V,7.178999901,2003yCat.2246....0C,0.024,Vega,J,7.18599987,2003yCat.2246....0C,0.048999999,Vega,H,7.130000114,2003yCat.2246....0C,0.02,Vega,K,HD  72648|** B 1612AB|ALS 14080|CCDM J08323-4356AB|CD-43  4382|CEL   2621|CPC  0  6075|CPD-43  2684|GEN# +1.00072648|GSC 07674-03286|Hbg  188|HIC  41878|HIP 41878|IDS 08289-4335 AB|2MASS J08321899-4355533|PPM 313207|SAO 220063|SKY# 16277|TD1 12683|TIC 140521774|TYC 7674-3286-1|UBV M  14458|uvby98 100072648|WDS J08323-4356AB|Gaia DR2 5523029979308592256|Gaia DR3 5523029979308592256|Gaia DR1 5523029975004910848,[],Star,*,0.8934,2020yCat.1350....0G,,,,0,,,70,B3III(II),C,2020A&A...641A..35S,1,HD72648
806,PG-0839+399,PG 0839+399,1124.732876,08 43 12.7070,+39 44 49.808,14,14,0.0307,0.023800001,90,A,O,2020yCat.1350....0G,,,,,,,,37800,5.53000021,,,,,2015A&A...576A..44K,12.91800022,2013AJ....146..131L,0.0053,Vega,U,14.04500008,2013AJ....146..131L,0.0015,Vega,B,14.32400036,2013AJ....146..131L,0.0025,Vega,V,14.88500023,2003yCat.2246....0C,0.035,Vega,J,15.07999992,2003yCat.2246....0C,0.064000003,Vega,H,15.01200008,2003yCat.2246....0C,0.112000003,Vega,K,UCAC4 649-046825|FBS B   55|FBS 0839+399|GALEX J084312.8+394449|KUV 08399+3956|KUV 345-30|2MASS J08431271+3944498|NSVS   4819428|PG 0839+399|SDSS J084312.70+394449.7|TIC 99091407|Gaia DR3 910825369342312320|Gaia DR2 910825369342312320,[],HotSubdwarf,HS*,0.8891,2020yCat.1350....0G,,,,0,,,23.2,sdB,D,1985AJ.....90.1511W,1,PG-0839+399
261,HD-254755,HD 254755,1132.246377,06 18 31.7723,+22 40 45.078,14,14,0.372799993,0.344500005,90,A,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,9.020000458,2003AJ....125.2531R,,Vega,U,9.329999924,,,Vega,B,8.909999847,,,Vega,V,7.211999893,2003yCat.2246....0C,0.021,Vega,J,6.959000111,2003yCat.2246....0C,0.050999999,Vega,H,6.894999981,2003yCat.2246....0C,0.026000001,Vega,K,CCDM J06185+2241AB|** HDS  863|AG+22  681|ALS  8857|BD+22  1273|CGO 121|GCRV  3995|GEN# +1.00254755|GSC 01878-00061|HD 254755|HIC  29968|Hilt  540|HIP 29968|LS   V +22   45|2MASS J06183177+2240450|MCW  410|PPM  95743|SAO  78203|TIC 429862818|TYC 1878-61-1|UBV    6326|UBV M  28445|WDS J06185+2241AB|WEB  5943|2XMM J061832.0+224044|YZ  22  2293|[HJ56]  78|Gaia DR2 3377045755926387072|Gaia DR3 3377045755926387072,[],**,**,0.8832,2020yCat.1350....0G,,,,0,,,9,O9Vp,C,,1,HD-254755
503,HD3175,HD   3175,1133.529812,00 34 22.3884,-63 03 42.017,14,14,0.0262,0.0272,90,A,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,8.5,2003AJ....125.2531R,,Vega,U,9.149999619,,,Vega,B,9.329999924,,,Vega,V,9.659999847,2003yCat.2246....0C,0.026000001,Vega,J,9.68500042,2003yCat.2246....0C,0.022,Vega,H,9.734000206,2003yCat.2246....0C,0.023,Vega,K,HD   3175|ALS 16914|CD-63    11|CPC 20.1   117|CPD-63    56|EC 00321-6320|GCRV 25097|GEN# +1.00003175|GSC 08844-01316|HIC   2702|HIP 2702|2MASS J00342239-6303420|PPM 351907|SAO 248214|TD1   306|TIC 257655688|TYC 8844-1316-1|UBV M   7481|uvby98 100003175|Gaia DR2 4900913346683812224|Gaia DR3 4900913346683812224,[],Star,*,0.8822,2020yCat.1350....0G,,,,0,,,-16,B4V,C,1975MSS...C01....0H,1,HD3175
491,HD25443,HD  25443,1139.471285,04 06 08.0655,+62 06 06.607,14,14,0.0429,0.041000001,90,A,O,2020yCat.1350....0G,,,,,,,,24833,3.444999933,,,,,2010ApJ...722..605H,6.449999809,2003AJ....125.2531R,,Vega,U,6.998000145,2000A&A...355L..27H,0.015,Vega,B,6.765999794,2000A&A...355L..27H,0.01,Vega,V,6.109000206,2003yCat.2246....0C,0.021,Vega,J,6.138000011,2003yCat.2246....0C,0.037999999,Vega,H,6.107999802,2003yCat.2246....0C,0.016000001,Vega,K,HD  25443|AG+61  364|AGKR  3595|ALS 14593|BD+61   669|FK5 4371|GC  4898|GCRV  2328|GEN# +1.00025443|GSC 04068-01167|HGAM    317|HIC  19139|Hilt  423|HIP 19139|JP11   846|2MASS J04060806+6206064|MCW  268|N30  837|PPM  14640|SAO  13012|SKY#  6250|TD1  2764|TIC 459106289|TYC 4068-1167-1|UBV    3959|UBV M   9904|uvby98 100025443|WEB  3675|Gaia DR2 476260509618250496|Gaia DR3 476260509618250496|Gaia DR1 476260505317607296,[],Star,*,0.8776,2020yCat.1350....0G,,36,,0,,2017A&A...597A..22S,-1.6,B0.5III,C,,1,HD25443
